tick,open,high,low,close
134,20.58,20.58,20.5,20.5
135,20.5,20.8,20.5,20.8
136,20.8,20.8,20.69,20.69
137,20.69,20.69,20.57,20.6
138,20.6,20.6,20.31,20.34
139,20.34,20.34,20.27,20.3
140,20.3,20.3,20.1,20.1
141,20.1,20.1,20.01,20.01
142,20.01,20.05,20.01,20.05
143,20.05,20.11,20.05,20.11
144,20.11,20.12,20.11,20.12
145,20.12,20.12,20.1,20.1
146,20.1,20.1,20.09,20.09
147,20.09,20.17,20.09,20.16
148,20.16,20.17,20.14,20.17
149,20.17,20.36,20.17,20.36
150,20.36,20.36,20.23,20.23
151,20.23,20.23,19.97,20.0
152,20.0,20.0,19.69,19.69
153,19.69,19.84,19.69,19.84
154,19.84,19.93,19.84,19.93
155,19.93,20.24,19.93,20.23
156,20.23,20.23,20.0,20.0
157,20.0,20.06,20.0,20.01
158,20.01,20.1,20.01,20.1
159,20.1,20.3,20.1,20.3
160,20.3,20.58,20.3,20.58
161,20.58,20.88,20.58,20.88
162,20.88,21.01,20.88,21.01
163,21.01,21.01,20.68,20.71
164,20.71,20.71,20.54,20.57
165,20.57,20.63,20.57,20.63
166,20.63,20.65,20.62,20.65
167,20.65,20.7,20.65,20.68
168,20.68,21.16,20.68,21.16
169,21.16,21.16,20.99,20.99
170,20.99,21.15,20.99,21.15
171,21.15,21.17,21.15,21.17
172,21.17,21.34,21.17,21.34
173,21.34,21.34,21.11,21.12
174,21.12,21.12,21.04,21.04
175,21.04,21.51,21.04,21.51
176,21.51,21.51,21.31,21.34
177,21.34,21.59,21.34,21.59
178,21.59,21.59,21.22,21.26
179,21.26,21.53,21.26,21.53
180,21.53,21.59,21.53,21.59
181,21.59,21.59,21.31,21.31
182,21.31,21.62,21.31,21.58
183,21.58,21.71,21.58,21.71
184,21.71,21.79,21.71,21.75
185,21.75,21.75,21.61,21.64
186,21.64,21.64,21.4,21.43
187,21.43,21.43,21.02,21.03
188,21.03,21.03,20.75,20.75
189,20.75,21.09,20.75,21.09
190,21.09,21.09,20.64,20.67
191,20.67,20.72,20.67,20.71
192,20.71,20.97,20.71,20.93
193,20.93,21.2,20.93,21.2
194,21.2,21.28,21.2,21.28
195,21.28,21.32,21.28,21.32
196,21.32,21.32,21.16,21.16
197,21.16,21.16,21.06,21.06
198,21.06,21.29,21.06,21.28
199,21.28,21.61,21.28,21.55
200,21.55,21.55,21.26,21.26
201,21.26,21.31,21.26,21.31
202,21.31,21.31,21.1,21.1
203,21.1,21.1,20.88,20.94
204,20.94,21.16,20.94,21.15
205,21.15,21.51,21.15,21.51
206,21.51,21.69,21.51,21.66
207,21.66,21.89,21.66,21.89
208,21.89,21.89,21.83,21.83
209,21.83,21.83,21.69,21.69
210,21.69,21.81,21.69,21.8
211,21.8,21.8,21.67,21.7
212,21.7,21.7,21.57,21.57
213,21.57,21.66,21.57,21.63
214,21.63,21.63,21.5,21.5
215,21.5,21.5,21.29,21.29
216,21.29,21.29,21.11,21.11
217,21.11,21.18,21.11,21.18
218,21.18,21.18,20.93,20.93
219,20.93,21.04,20.93,21.04
220,21.04,21.04,21.02,21.02
221,21.02,21.02,20.99,20.99
222,20.99,21.09,20.99,21.07
223,21.07,21.12,21.07,21.12
224,21.12,21.12,21.08,21.08
225,21.08,21.08,20.95,20.95
226,20.95,20.95,20.9,20.9
227,20.9,20.9,20.68,20.7
228,20.7,20.85,20.7,20.85
229,20.85,20.92,20.85,20.92
230,20.92,20.92,20.85,20.85
231,20.85,20.85,20.78,20.78
232,20.78,20.97,20.78,20.97
233,20.97,21.14,20.97,21.14
234,21.14,21.14,20.85,20.85
235,20.85,20.85,20.34,20.34
236,20.34,20.34,20.03,20.03
237,20.03,20.44,20.03,20.44
238,20.44,20.47,20.44,20.47
239,20.47,20.47,19.97,19.97
240,19.97,20.15,19.97,20.15
241,20.15,20.15,20.07,20.07
242,20.07,20.2,20.07,20.2
243,20.2,20.27,20.2,20.24
244,20.24,20.55,20.24,20.55
245,20.55,20.6,20.55,20.57
246,20.57,20.57,20.43,20.43
247,20.43,20.46,20.43,20.46
248,20.46,20.46,20.27,20.3
249,20.3,20.3,20.24,20.26
250,20.26,20.26,19.67,19.73
251,19.73,19.73,19.56,19.56
252,19.56,19.57,19.56,19.57
253,19.57,19.8,19.57,19.8
254,19.8,19.81,19.8,19.81
255,19.81,19.84,19.81,19.81
256,19.81,20.08,19.81,20.05
257,20.05,20.05,20.01,20.02
258,20.02,20.05,20.02,20.05
259,20.05,20.05,19.87,19.87
260,19.87,19.87,19.84,19.84
261,19.84,19.84,19.8,19.8
262,19.8,19.86,19.8,19.85
263,19.85,20.09,19.85,20.09
264,20.09,20.11,20.09,20.11
265,20.11,20.11,20.08,20.11
266,20.11,20.11,19.98,19.98
267,19.98,20.24,19.98,20.24
268,20.24,20.48,20.24,20.48
269,20.48,20.48,20.36,20.36
270,20.36,20.44,20.36,20.44
271,20.44,20.44,20.27,20.27
272,20.27,20.44,20.27,20.44
273,20.44,20.47,20.44,20.47
274,20.47,20.47,20.36,20.36
275,20.36,20.49,20.36,20.49
276,20.49,20.66,20.49,20.63
277,20.63,20.88,20.63,20.88
278,20.88,20.88,20.7,20.73
279,20.73,20.73,20.24,20.24
280,20.24,20.27,20.24,20.24
281,20.24,20.28,20.24,20.28
282,20.28,20.65,20.28,20.65
283,20.65,20.86,20.65,20.86
284,20.86,20.86,20.72,20.72
285,20.72,20.81,20.72,20.79
286,20.79,20.96,20.79,20.96
287,20.96,21.33,20.96,21.33
288,21.33,21.33,21.25,21.28
289,21.28,21.28,21.1,21.1
290,21.1,21.1,20.99,20.99
291,20.99,20.99,20.9,20.9
292,20.9,21.1,20.9,21.1
293,21.1,21.19,21.1,21.19
294,21.19,21.26,21.19,21.23
295,21.23,21.34,21.23,21.34
296,21.34,21.34,21.19,21.19
297,21.19,21.19,20.87,20.88
298,20.88,20.88,20.62,20.62
299,20.62,20.62,20.46,20.46
